gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cd4_8	direction
Ipmk	0.03446667769908099	0.3622370526952716	0.171	0.066	1	CD4	up
Dok2	0.034501994659891136	0.3803839057282433	0.25	0.131	1	CD4	up
Ppp3cc	0.03463790956595365	0.445131470322335	0.168	0.066	1	CD4	up
Rprd1b	0.03472677233891431	-0.30656004493248806	0.092	0.18	1	CD4	down
Snrpc	0.034846053348734994	0.46671610245084805	0.373	0.262	1	CD4	up
Mrpl4	0.0348884946491696	0.3715916070227932	0.228	0.115	1	CD4	up
Ptpn1	0.034906434488960005	0.39731977355816517	0.389	0.262	1	CD4	up
St13	0.03491442312275382	0.454204767565325	0.364	0.246	1	CD4	up
Lncpint	0.03497044742352684	0.4112746530315363	0.389	0.262	1	CD4	up
Cbx4	0.03501554536148373	0.41132320474937356	0.373	0.246	1	CD4	up
Hsp90aa1	0.03539820942936656	0.5321903722672214	0.82	0.82	1	CD4	up
Cops3	0.03547436930705055	0.34909314901115346	0.146	0.049	1	CD4	up
Arf6	0.035581962236373374	0.4383072129907668	0.522	0.41	1	CD4	up
Ikbke	0.03590638335552163	-0.3530085837182939	0.095	0.18	1	CD4	down
Spcs2	0.03599508486650644	0.3497422727653823	0.484	0.328	1	CD4	up
Slc25a3	0.03603207724687297	0.321519287332249	0.801	0.852	1	CD4	up
Ankrd49	0.036140933375028494	-0.25290368594123996	0.079	0.164	1	CD4	down
Hdgf	0.03620417842446158	0.4325244469315017	0.44	0.311	1	CD4	up
Nudt9	0.036214895171364093	0.255077299489057	0.127	0.033	1	CD4	up
Cebpb	0.03640905200504781	0.6529368404834167	0.415	0.311	1	CD4	up
Atp11b	0.03654325901585675	-0.31002808809403337	0.551	0.689	1	CD4	down
Itga6	0.03657933206273267	-0.27549995221502477	0.203	0.328	1	CD4	down
Myb	0.03659003310937728	-0.3018374657630982	0.13	0.23	1	CD4	down
Clic4	0.03675081256216432	0.3754782552299669	0.263	0.148	1	CD4	up
Synj1	0.036823676766695915	0.3221170448042229	0.212	0.098	1	CD4	up
Gm28875	0.03690076404150168	0.3442195411888322	0.187	0.082	1	CD4	up
Larp7	0.03700754493604251	-0.28016409946126286	0.19	0.295	1	CD4	down
Nedd9	0.0371391472122522	0.44906818182899805	0.282	0.164	1	CD4	up
Bloc1s2	0.03735424034113021	0.3218716186331497	0.142	0.049	1	CD4	up
Psme2	0.03747934581483003	0.4876726906408313	0.544	0.475	1	CD4	up
Gskip	0.03782789238864687	0.43745058482646304	0.184	0.082	1	CD4	up
Spcs1	0.03789400598214658	0.35367946767185177	0.475	0.377	1	CD4	up
Rhof	0.03789944091051266	0.4369183174043738	0.282	0.164	1	CD4	up
Acap1	0.037965839767266855	0.35908255741018585	0.142	0.049	1	CD4	up
Atf3	0.03804804488413488	0.6369076385950156	0.301	0.18	1	CD4	up
2300009A05Rik	0.03811199266476965	0.30670000683226534	0.19	0.082	1	CD4	up
Copa	0.03812872750233986	0.3632109723388889	0.358	0.213	1	CD4	up
Ndufa1	0.03822283409121047	0.3679279090100296	0.538	0.443	1	CD4	up
Taf4b	0.038507707989452467	-0.28320037544605836	0.117	0.213	1	CD4	down
Ptpre	0.038770693677111986	0.4979358486794743	0.18	0.082	1	CD4	up
Tnfrsf18	0.038899895445986266	0.5160122685399953	0.516	0.41	1	CD4	up
Nfil3	0.03895856284726695	0.49313510680519673	0.18	0.082	1	CD4	up
Txndc17	0.039099368139213574	0.4158919990659342	0.44	0.311	1	CD4	up
Rbm25	0.03949530272715242	0.3536346747024979	0.69	0.607	1	CD4	up
Mier1	0.03956788086239928	0.385672398435672	0.592	0.508	1	CD4	up
Bag6	0.039585350877896545	0.3294349213032214	0.19	0.082	1	CD4	up
Hif1a	0.03963783635440686	0.4182831752294749	0.538	0.443	1	CD4	up
Tfb2m	0.04008538055199065	-0.3456340121691687	0.095	0.18	1	CD4	down
Sec61a1	0.04010000517102093	0.4413538904668664	0.326	0.213	1	CD4	up
Gna15	0.040102063406367135	0.4599477786984542	0.18	0.082	1	CD4	up
Surf4	0.04019454010810525	0.38090729245558363	0.348	0.23	1	CD4	up
Rpp21	0.04020195390535827	0.3685527392812965	0.241	0.131	1	CD4	up
Set	0.040216877231039685	0.34007884485371376	0.68	0.557	1	CD4	up
Terf2	0.04021736903333767	0.28171753873313315	0.12	0.033	1	CD4	up
Gpx1	0.04028630443933625	0.37152283315342005	0.405	0.279	1	CD4	up
Dctpp1	0.04030702053890991	0.32238835243221875	0.165	0.066	1	CD4	up
Wnk1	0.04031056672043917	0.4419317525703006	0.826	0.738	1	CD4	up
Ptpn12	0.040432783501441034	0.29212833989080833	0.117	0.033	1	CD4	up
Adipor2	0.04055564679602101	0.33425821167116965	0.367	0.23	1	CD4	up
Arl1	0.040718771134297456	0.39827403225554936	0.241	0.131	1	CD4	up
Ywhaq	0.04090527134111826	0.4827611497425519	0.563	0.508	1	CD4	up
Siva1	0.040956542285218715	0.2819549449767141	0.237	0.115	1	CD4	up
Ppp4c	0.04112927576604965	0.27925249717020284	0.37	0.246	1	CD4	up
Tecr	0.04115067059285677	0.3960676818997514	0.405	0.279	1	CD4	up
Tgif1	0.04135431184113067	-0.41680101233441436	0.383	0.492	1	CD4	down
Nfyc	0.041373400223626976	0.3121654395687964	0.142	0.049	1	CD4	up
Dcaf15	0.041471156707702836	0.4110860193959121	0.203	0.098	1	CD4	up
Crlf2	0.04150092586962616	0.4422063769661794	0.253	0.148	1	CD4	up
Mob1a	0.04161990981288805	0.4455503804019877	0.519	0.426	1	CD4	up
Mrpl33	0.04164794696428305	0.4199121399515986	0.611	0.557	1	CD4	up
Lasp1	0.04178717845079981	0.3863102088697371	0.316	0.197	1	CD4	up
Kat5	0.041834578085993376	-0.2544127345077196	0.07	0.148	1	CD4	down
Ripor2	0.04202133123700737	-0.35446180953543394	0.31	0.426	1	CD4	down
Glul	0.042258178920280734	-0.5477134172143711	0.203	0.311	1	CD4	down
Cyfip2	0.04266806607180234	0.44429048304554664	0.427	0.328	1	CD4	up
Pxn	0.04298693392847955	0.2563464144669013	0.146	0.049	1	CD4	up
Stk16	0.04310129267319079	0.3034884212048997	0.139	0.049	1	CD4	up
Dnm1l	0.043411219985278374	0.3881010173079513	0.256	0.148	1	CD4	up
Usp25	0.04342101125582446	0.3377195184923877	0.427	0.295	1	CD4	up
Slain2	0.043571185798516626	0.4135309235284922	0.241	0.131	1	CD4	up
Tacc1	0.04358131869580481	0.4637011974538585	0.487	0.361	1	CD4	up
Isyna1	0.043631995562526345	0.30817596633251576	0.142	0.049	1	CD4	up
Parp14	0.04399331597522931	0.46323394712333077	0.237	0.131	1	CD4	up
Cmtr1	0.0440884759040233	0.29938160644143696	0.165	0.066	1	CD4	up
Ndufb11	0.04452445181754982	0.3067793228512319	0.579	0.475	1	CD4	up
Dock10	0.04454824065332914	0.430368010029581	0.582	0.508	1	CD4	up
Degs1	0.04473947478920391	0.4766102275510108	0.408	0.295	1	CD4	up
Mphosph6	0.0447935597777627	0.3186678559377542	0.209	0.098	1	CD4	up
Mrpl41	0.04480008151443311	0.2658777560960154	0.168	0.066	1	CD4	up
Asb13	0.04516612333218287	-0.2672011493301891	0.051	0.115	1	CD4	down
Kat7	0.04517796284362498	0.31540392555022956	0.18	0.082	1	CD4	up
Ppp1r9b	0.045193792917853505	0.30930719281098185	0.209	0.098	1	CD4	up
Rnf38	0.04532800732383346	-0.38876522961463567	0.247	0.361	1	CD4	down
Arhgap26	0.04541618278371802	0.37563346469691156	0.114	0.033	1	CD4	up
Grb2	0.045639932635574205	0.3748259589061089	0.418	0.295	1	CD4	up
Cdk2ap2	0.04574976094921592	0.45566456429766844	0.535	0.443	1	CD4	up
Entr1	0.04587529076926329	0.2651088241155564	0.212	0.098	1	CD4	up
Ahcyl1	0.045962265201052885	0.3451866098194871	0.184	0.082	1	CD4	up
Kmt2a	0.04599775860422629	0.4726966995126556	0.63	0.541	1	CD4	up
Ncoa4	0.04603836637562294	-0.345540607639861	0.149	0.246	1	CD4	down
Ptpn11	0.046111035793713014	0.4426202211057806	0.307	0.197	1	CD4	up
Fgfr1op2	0.04618088377701718	0.4546651019385868	0.427	0.311	1	CD4	up
Eif4a2	0.04620012528331835	-0.30902425479549533	0.63	0.77	1	CD4	down
Rassf5	0.04623347903568528	0.44303321070012747	0.377	0.279	1	CD4	up
Mdp1	0.04631831028209025	0.3400926738033259	0.244	0.131	1	CD4	up
Map4k1	0.046394139137267296	0.31318245976514014	0.184	0.082	1	CD4	up
Usp9x	0.04639640150878267	-0.2873157362391745	0.37	0.492	1	CD4	down
Mrps24	0.046834951288832236	0.40991295737380384	0.402	0.295	1	CD4	up
Pwwp3a	0.04692833725254115	0.324400606941763	0.139	0.049	1	CD4	up
Ski	0.04698134915180166	-0.3718362372596824	0.446	0.525	1	CD4	down
Hsph1	0.04701455070032612	0.43029174487635846	0.196	0.098	1	CD4	up
Ccdc115	0.04705623083147736	0.3184323181037748	0.161	0.066	1	CD4	up
Fos	0.047169680088583965	1.031647287665861	0.535	0.459	1	CD4	up
Bcl2l11	0.04721574171036456	-0.41219701429755884	0.354	0.459	1	CD4	down
Unc13d	0.04755762113810543	0.33023242070799813	0.158	0.066	1	CD4	up
Vav3	0.04767684593918206	0.3575540342365483	0.139	0.049	1	CD4	up
Creb1	0.047749704767062216	0.4124165763138591	0.329	0.213	1	CD4	up
Aff4	0.04820907020862536	-0.2605139531818086	0.377	0.492	1	CD4	down
Lemd2	0.04827035721881499	0.33347382047893304	0.158	0.066	1	CD4	up
Cxcr4	0.048626112407587484	0.5937225563032568	0.415	0.311	1	CD4	up
Scyl1	0.048689359296513045	0.2796160113553802	0.114	0.033	1	CD4	up
Mbp	0.04880496430295723	0.4025161039208235	0.354	0.23	1	CD4	up
Zbtb7b	0.0488183710623767	0.31317802434611386	0.139	0.049	1	CD4	up
Bag1	0.04896420161268681	0.4084225037715823	0.472	0.344	1	CD4	up
Aspscr1	0.04901481872074665	0.35304549362058757	0.155	0.066	1	CD4	up
Keap1	0.04925369848870302	0.3001861030470113	0.114	0.033	1	CD4	up
Sesn3	0.04927989538193142	-0.3526050571212037	0.316	0.443	1	CD4	down
Ccdc12	0.04932071103710578	0.33138926240338373	0.405	0.279	1	CD4	up
Rap2b	0.04942689504077473	0.28766633931824026	0.161	0.066	1	CD4	up
Snrpb2	0.04973406050828056	0.3934139097525168	0.32	0.197	1	CD4	up
Tagap	0.050132738720693036	0.5050610534748591	0.323	0.197	1	CD4	up
Ubr4	0.05013837998206278	0.32737719550070804	0.225	0.115	1	CD4	up
Zzef1	0.050292490087025694	0.3850906949369301	0.253	0.148	1	CD4	up
Tomm5	0.050302019816461006	0.4410389456767912	0.278	0.18	1	CD4	up
H2-Eb1	0.05044139602656765	1.0978708516426048	0.165	0.066	1	CD4	up
Psmb5	0.0507068772202933	0.369688185300158	0.424	0.311	1	CD4	up
Nfatc2	0.05090579036851883	0.3448763904322314	0.222	0.115	1	CD4	up
Hnrnpk	0.05130903221159793	0.2981757872530104	0.794	0.705	1	CD4	up
Arl8a	0.05141911716329894	0.34512801042613733	0.203	0.098	1	CD4	up
Nab2	0.051775124906987595	0.3423313569006918	0.199	0.098	1	CD4	up
Cemip2	0.051861587212647664	0.26975392897879286	0.114	0.033	1	CD4	up
Arl3	0.05202304794034022	0.2671172157148356	0.161	0.066	1	CD4	up
Chmp3	0.05208464448211605	0.32651107412061325	0.241	0.131	1	CD4	up
Dync1h1	0.052128125187979185	0.28865660701582374	0.418	0.279	1	CD4	up
Me2	0.05232741596199815	-0.2780297157997803	0.187	0.295	1	CD4	down
Cd274	0.05246610983481823	0.39829807149188373	0.199	0.098	1	CD4	up
Rnf19a	0.05264442734013554	0.39777868584890275	0.31	0.197	1	CD4	up
Dipk2a	0.05303045720383569	0.4378587698244281	0.228	0.115	1	CD4	up
Wdr45b	0.053123015467141786	0.3167611123922491	0.247	0.131	1	CD4	up
Higd1a	0.05364460312535866	0.3363302658789027	0.44	0.295	1	CD4	up
Per1	0.053868166771001404	0.39249117883654283	0.313	0.197	1	CD4	up
Ramp1	0.05414534921437758	-0.31687064351896743	0.123	0.213	1	CD4	down
Rnf187	0.05420460385893257	0.3553138500901394	0.294	0.18	1	CD4	up
Atp6v0c	0.05423617905823153	0.3674365478516146	0.589	0.508	1	CD4	up
Tef	0.05495842698206758	0.2649215928490756	0.111	0.033	1	CD4	up
Gng10	0.055040034472749716	0.354288225692898	0.269	0.164	1	CD4	up
Golga7	0.05519745892752969	0.36000654693133105	0.215	0.115	1	CD4	up
Slc35b1	0.05542643526324799	0.25196578646792134	0.18	0.082	1	CD4	up
Cycs	0.05547640171743491	0.3135275540313067	0.506	0.344	1	CD4	up
Serpinb9	0.05549660768760164	0.5761694207182733	0.152	0.066	1	CD4	up
Prmt5	0.055590427459580406	0.27450941948834023	0.111	0.033	1	CD4	up
Bod1l	0.05560583209716796	0.38076755103769455	0.361	0.246	1	CD4	up
Mxd4	0.055711669896918586	0.45139305946352715	0.525	0.41	1	CD4	up
Cdc42se1	0.05575510213452668	0.29976202881170755	0.411	0.279	1	CD4	up
Adap1	0.055908691526932945	0.27182640430449945	0.111	0.033	1	CD4	up
Csnk1g3	0.056116365452119836	0.27239405847496156	0.282	0.164	1	CD4	up
Rrbp1	0.056243167251093136	0.3202291569010318	0.468	0.344	1	CD4	up
Trafd1	0.05628282364344713	0.3433524994346795	0.199	0.098	1	CD4	up
Mogs	0.05628947773844197	0.2667919278077884	0.133	0.049	1	CD4	up
Mpnd	0.05628947773844197	0.29588912109511856	0.133	0.049	1	CD4	up
Man2b1	0.056534822206832654	0.4144167009189571	0.25	0.148	1	CD4	up
Fdps	0.05658425089125509	0.3100619838332533	0.133	0.049	1	CD4	up
Tmem128	0.05659894280079824	0.3448762125598601	0.377	0.262	1	CD4	up
Jak2	0.056761647786220205	0.3710041206080449	0.326	0.213	1	CD4	up
Washc4	0.056858618048532504	-0.2699720553608308	0.19	0.295	1	CD4	down
Rassf1	0.05691987776188789	0.36739454831107343	0.288	0.18	1	CD4	up
Prkar1a	0.057166197184345645	0.4293109062421281	0.639	0.59	1	CD4	up
Ddit3	0.057290495205792116	0.43981531501262194	0.187	0.098	1	CD4	up
Dbf4	0.05738079245698583	-0.31334333349376087	0.209	0.311	1	CD4	down
Aph1a	0.05764502509276999	0.29210626897752934	0.155	0.066	1	CD4	up
Vamp8	0.05792471923899165	0.33028045279708196	0.415	0.295	1	CD4	up
Lsm14a	0.058055482077628555	0.3355346977791406	0.339	0.23	1	CD4	up
Ndufb10	0.05812285955890574	0.3041423127321423	0.56	0.426	1	CD4	up
Atp1b3	0.05825660984050396	-0.3318342096945155	0.582	0.656	1	CD4	down
Mindy3	0.058347729096805044	0.43966777213051866	0.31	0.197	1	CD4	up
Nceh1	0.05850982766423995	0.2545950805969976	0.111	0.033	1	CD4	up
Ppdpf	0.05860486614384612	-0.29772863449018794	0.203	0.311	1	CD4	down
Dip2b	0.05883923135186873	-0.28711765387674426	0.282	0.393	1	CD4	down
Fam89b	0.05889118201870987	0.3622831816876401	0.247	0.148	1	CD4	up
Wdr1	0.058901189303180855	0.3584690066562969	0.373	0.262	1	CD4	up
Ccdc92	0.05894964026610151	0.3110405369854479	0.13	0.049	1	CD4	up
Syne3	0.05918084484182762	0.40584684324829035	0.206	0.115	1	CD4	up
Wdr61	0.05929545936382866	0.29574637468140175	0.133	0.049	1	CD4	up
Slfn2	0.0593192985152975	0.4943776095935113	0.598	0.541	1	CD4	up
Sacm1l	0.05950633847111245	0.4165617758142589	0.19	0.098	1	CD4	up
Get4	0.059507507948917036	0.26426143753138853	0.177	0.082	1	CD4	up
Tnpo2	0.0595825727831879	0.2675166145637997	0.108	0.033	1	CD4	up
Pip4k2c	0.059796946079183094	0.2579410202110538	0.158	0.066	1	CD4	up
Dkc1	0.059912322644743124	0.2614578628703179	0.133	0.049	1	CD4	up
Pcna	0.05997030455297905	0.27285893833745223	0.598	0.443	1	CD4	up
Upf3a	0.05998848828932282	0.3303807006537175	0.196	0.098	1	CD4	up
Dctn4	0.060702813375504684	0.2799613182209053	0.351	0.23	1	CD4	up
Braf	0.060908692309591506	-0.28451730979315726	0.203	0.295	1	CD4	down
Rbm38	0.06098275798041042	-0.2671721405456434	0.263	0.377	1	CD4	down
Kctd12	0.06116567691616815	0.42903488115533867	0.231	0.131	1	CD4	up
Pik3r5	0.06128730091669261	0.3928218351116807	0.228	0.131	1	CD4	up
Trim28	0.06130714829130004	0.3584800015496912	0.253	0.148	1	CD4	up
Pea15a	0.06137522909752651	0.2998807380914672	0.155	0.066	1	CD4	up
Hnrnpab	0.06176385933886772	0.2748413740996267	0.623	0.492	1	CD4	up
Atraid	0.06178621986669919	0.3016950494947116	0.228	0.131	1	CD4	up
Myh9	0.06179421778017965	0.31073039762863486	0.741	0.656	1	CD4	up
Ssr3	0.06209574115650038	0.43204357717695996	0.392	0.295	1	CD4	up
Efhd2	0.06233454923870524	0.41367745908305775	0.297	0.197	1	CD4	up
Tmpo	0.06238662380193577	0.34720963821466755	0.326	0.213	1	CD4	up
Hcls1	0.06253848585004754	0.3004512182187635	0.342	0.23	1	CD4	up
Snx5	0.06258735103619842	-0.29582847698795733	0.272	0.377	1	CD4	down
Prdx2	0.06272110190761827	0.3435870284530646	0.282	0.18	1	CD4	up
Sytl3	0.06272492943534928	0.42788613321698515	0.174	0.082	1	CD4	up
Smarcad1	0.06286216318098167	0.2758890452810393	0.155	0.066	1	CD4	up
Rinl	0.06307454610039352	0.35814779886364345	0.323	0.213	1	CD4	up
Sbno1	0.0631129680694254	0.4657639619722188	0.446	0.361	1	CD4	up
Tm9sf1	0.0632960813117193	0.3003559894027209	0.174	0.082	1	CD4	up
Rgcc	0.06345069802868973	0.3304537833976635	0.731	0.689	1	CD4	up
Cmip	0.06355897784813272	0.32551693327236214	0.228	0.131	1	CD4	up
Rhob	0.0638986345479025	0.48988909111104495	0.215	0.115	1	CD4	up
Rpa2	0.06400249047328126	0.29796129246690595	0.196	0.098	1	CD4	up
Golgb1	0.06425291225582827	0.38481736601022065	0.263	0.164	1	CD4	up
Pja1	0.06432633220828823	-0.2998823187527758	0.149	0.246	1	CD4	down
Hnrnph3	0.06437775755136507	0.36098757159398187	0.19	0.098	1	CD4	up
Tiparp	0.06462112298001191	0.4296604253737226	0.37	0.246	1	CD4	up
Cited2	0.06481259231929176	0.4935087971357073	0.389	0.295	1	CD4	up
Cog2	0.06487521655746042	0.2912759648139852	0.108	0.033	1	CD4	up
Ppil4	0.06491969216101094	-0.2541130641083623	0.278	0.393	1	CD4	down
Ppm1h	0.06505743451685261	-0.2639999976726145	0.212	0.311	1	CD4	down
Cct6a	0.06521548854681189	-0.2888570219599016	0.44	0.557	1	CD4	down
Vars	0.06531547323157824	0.32084548379053185	0.193	0.098	1	CD4	up
Smarca5	0.06540204961856241	-0.3066126204652726	0.598	0.738	1	CD4	down
Agfg2	0.0656093531289793	0.2690445446953872	0.108	0.033	1	CD4	up
Neat1	0.06605875870431563	0.5556472391973448	0.57	0.443	1	CD4	up
Nckap1l	0.06618572347406466	0.28937112852139746	0.237	0.131	1	CD4	up
Sf3b2	0.06630351564489301	0.3435380348036583	0.554	0.443	1	CD4	up
Pdap1	0.0663090866588137	0.28060103812470816	0.392	0.262	1	CD4	up
Atp5k	0.06645996873461092	0.34372190781520917	0.611	0.508	1	CD4	up
Ptpn6	0.06658558877308272	0.37371179584303116	0.206	0.115	1	CD4	up
Etv6	0.06674765048995734	0.2871635307211186	0.127	0.049	1	CD4	up
Sf3b4	0.06682580997096932	0.34385550151896727	0.187	0.098	1	CD4	up
Sorl1	0.06704253050206221	0.48108221700452103	0.275	0.18	1	CD4	up
Stk32c	0.0670981766196869	0.3145192312216807	0.108	0.033	1	CD4	up
Mpzl3	0.0670981766196869	0.2678501611265335	0.108	0.033	1	CD4	up
Arhgap15	0.06734436056021327	-0.3242311221586778	0.443	0.557	1	CD4	down
Helz	0.0677485038389859	-0.3112246665509246	0.231	0.328	1	CD4	down
Glrx3	0.06776831187739503	0.30087755176935427	0.237	0.131	1	CD4	up
Tbc1d10c	0.06788550334180657	0.39304790529558775	0.38	0.279	1	CD4	up
Samd1	0.06798043457727458	0.26646927143626	0.104	0.033	1	CD4	up
Litaf	0.06802883041000092	0.38686426217178405	0.282	0.18	1	CD4	up
Thoc2	0.06803106652781382	0.39976048459284663	0.383	0.279	1	CD4	up
Lamc1	0.06813388484750818	0.31247734701809016	0.13	0.049	1	CD4	up
Hltf	0.068229462680262	0.36768523394553665	0.171	0.082	1	CD4	up
Rnf114	0.06851779178931508	0.28177688737076634	0.272	0.164	1	CD4	up
Mrpl38	0.06884758856847929	0.3185837165642997	0.127	0.049	1	CD4	up
Marc2	0.06906047186531353	0.2623870803187627	0.307	0.197	1	CD4	up
Pcyt1a	0.06934920464965406	0.4221287793780758	0.168	0.082	1	CD4	up
Rab3ip	0.0695372190770846	-0.32751849263336463	0.104	0.18	1	CD4	down
Plcxd2	0.06971564971752078	-0.42806039697919396	0.19	0.295	1	CD4	down
Ttc3	0.069726571960185807	-0.3196052887086125	0.168	0.262	1	CD4	down
Ppp2r1a	0.069765251239427	0.3738414530415013	0.244	0.148	1	CD4	up
Srsf9	0.06981532151792691	0.32964562571076095	0.263	0.164	1	CD4	up
Atp8b4	0.06986842278985524	0.37938048135920566	0.212	0.115	1	CD4	up
Cdk8	0.06991774134291641	0.3021010749408959	0.127	0.049	1	CD4	up
Atf4	0.07028908193680475	0.4255129791091703	0.592	0.508	1	CD4	up
Uqcr11	0.07068017056798949	0.3406802902789303	0.506	0.377	1	CD4	up
Mical1	0.07086122834680217	0.26117896564558074	0.177	0.082	1	CD4	up
Ythdc1	0.07091386638392602	-0.26752624246719425	0.611	0.705	1	CD4	down
Ppp1r18	0.07092252236017818	0.3360230025354546	0.418	0.311	1	CD4	up
Zfp318	0.07094220228458503	0.2881960415105889	0.108	0.033	1	CD4	up
Vcpkmt	0.07111476591183188	0.26292557130576605	0.104	0.033	1	CD4	up
Heca	0.07139967119074495	-0.3134839017490192	0.43	0.541	1	CD4	down
Uqcr10	0.07159924435202933	-0.25748035492388577	0.535	0.672	1	CD4	down
Rbfa	0.07162346115712424	0.2656193042802108	0.152	0.066	1	CD4	up
Cers4	0.07167702758152993	0.36335066545561223	0.171	0.082	1	CD4	up
Tes	0.07175991295756085	0.37828114189899	0.62	0.541	1	CD4	up
Plekha2	0.07208244453611161	0.3523921436243446	0.247	0.148	1	CD4	up
Rnmt	0.07225269234523415	-0.2739628642853639	0.127	0.213	1	CD4	down
Akna	0.07255089687968348	0.33270465009832917	0.288	0.18	1	CD4	up
Tnfsf8	0.072648863507203	0.4084044504851092	0.234	0.131	1	CD4	up
Heatr5a	0.07272854279129527	-0.4389314048084434	0.133	0.213	1	CD4	down
1700123O20Rik	0.07296982572419625	0.2527994402538982	0.193	0.098	1	CD4	up
Wdr83os	0.07298620368192385	0.3122031350876199	0.297	0.18	1	CD4	up
Polr2i	0.07314942714637945	0.3361068232893613	0.187	0.098	1	CD4	up
Atp6v1b2	0.07342975869884365	0.28131470866008057	0.218	0.115	1	CD4	up
Cse1l	0.07352376986871606	0.29239170989590035	0.168	0.082	1	CD4	up
Idh3g	0.07364034436888257	-0.2798563610471668	0.196	0.295	1	CD4	down
Fbxo8	0.07391576151085263	0.3501403436938847	0.161	0.082	1	CD4	up
Mrps11	0.07395358912329768	0.25440328197100126	0.104	0.033	1	CD4	up
Hipk3	0.07416244231621144	0.30338313643552733	0.19	0.098	1	CD4	up
Sec11c	0.07416939883858464	0.2685591097034886	0.405	0.279	1	CD4	up
Ss18l2	0.07471394172140598	0.2909447009751872	0.127	0.049	1	CD4	up
Ehd1	0.07489110759536022	0.34521667482748314	0.241	0.148	1	CD4	up
Dnajb6	0.07493288932076012	-0.28548749747857083	0.617	0.738	1	CD4	down
Tnfaip8	0.07493507277823833	0.4365878392400824	0.386	0.279	1	CD4	up
Dctn2	0.07517802083457766	0.35485253875223094	0.241	0.148	1	CD4	up
Ube2q1	0.07529941288678423	0.32532870823998805	0.225	0.131	1	CD4	up
BC003965	0.07536649325873605	0.28283912108517134	0.101	0.033	1	CD4	up
Klf7	0.07552325265703261	-0.2978334647599544	0.158	0.246	1	CD4	down
Sra1	0.07560751576800563	0.2996638443731203	0.244	0.148	1	CD4	up
Zdhhc8	0.07579148534230543	0.2507882408502168	0.101	0.033	1	CD4	up
Card6	0.0759099511326113	-0.2849203793733876	0.092	0.164	1	CD4	down
Exoc5	0.07602831137173077	0.2839852388389291	0.399	0.262	1	CD4	up
Trappc4	0.07607538092609559	0.34944284018683824	0.285	0.18	1	CD4	up
Dek	0.07623506676372875	0.3516754911598825	0.611	0.525	1	CD4	up
Rgs3	0.07664733616679688	0.2580902303967134	0.101	0.033	1	CD4	up
Arglu1	0.07701105442220535	-0.33335059911958487	0.38	0.475	1	CD4	down
Vps13a	0.07714752033553308	0.4708463006708481	0.339	0.246	1	CD4	up
Il27ra	0.07745971342322068	0.3241113541522618	0.165	0.082	1	CD4	up
Eloc	0.07752188388898243	0.33555473346428877	0.491	0.393	1	CD4	up
Pmp22	0.07753318187043404	-0.3162039471731619	0.07	0.131	1	CD4	down
Tmem59	0.0777665583849417	0.36876882876219297	0.472	0.344	1	CD4	up
Cdk9	0.07778088899971997	0.29780982594281635	0.228	0.131	1	CD4	up
Mafg	0.07790146831144569	0.4260372107738595	0.222	0.131	1	CD4	up
Git2	0.07798833881255562	-0.4759303835063984	0.411	0.492	1	CD4	down
Rftn1	0.07836548511051054	0.2806104453305127	0.146	0.066	1	CD4	up
Gsk3b	0.07839272649848275	0.367805065903011	0.491	0.426	1	CD4	up
Zbp1	0.07856181900282906	0.3294880316646787	0.212	0.115	1	CD4	up
Ssb	0.07891202833176378	0.30883059546337455	0.513	0.41	1	CD4	up
Irf7	0.07897919806499631	0.25006900662808973	0.127	0.049	1	CD4	up
Cd3e	0.07905115456361839	0.2805292157413253	0.75	0.738	1	CD4	up
Iffo2	0.07920385222162048	0.39836628919584	0.165	0.082	1	CD4	up
Psmd13	0.07997419294905693	0.40973760355750444	0.307	0.213	1	CD4	up
Snx1	0.08026557712870377	0.2923381557686673	0.165	0.082	1	CD4	up
Atp6v1e1	0.0807820414623946	0.3144225613265631	0.348	0.246	1	CD4	up
Polr2g	0.08080195603185235	0.3550102416757305	0.241	0.148	1	CD4	up
Mtch1	0.08090203228473021	0.3422807189852138	0.218	0.131	1	CD4	up
Rexo1	0.08100827919036499	0.3519716080789279	0.222	0.131	1	CD4	up
Ddx39b	0.08100974611382596	0.40013903966663045	0.418	0.328	1	CD4	up
Slc49a4	0.0810455154201658	-0.29520418666348075	0.079	0.148	1	CD4	down
Kat6a	0.08151121881993423	0.38109658430003623	0.339	0.23	1	CD4	up
Copb1	0.08152819176220272	0.28837252663537116	0.437	0.311	1	CD4	up
Hcfc1r1	0.08153692125407191	0.2955183740133545	0.244	0.148	1	CD4	up
Lin7c	0.08172660845906804	0.3741861144992802	0.225	0.131	1	CD4	up
H2afj	0.0818056819461181	0.3589546814926614	0.661	0.623	1	CD4	up
Ergic3	0.08187574685845882	0.38485128833682736	0.253	0.164	1	CD4	up
Lilr4b	0.08190394020702951	0.351970075716341	0.123	0.049	1	CD4	up
Ifitm3	0.08198375864087255	0.6508333943374339	0.263	0.18	1	CD4	up
Stxbp5	0.08231750746745922	0.2535851229141663	0.123	0.049	1	CD4	up
Ago2	0.08246076663545586	0.34233389617930965	0.547	0.426	1	CD4	up
Cebpz	0.08307060604722752	0.41523727076916583	0.345	0.262	1	CD4	up
Ctnnbl1	0.08316422514855203	-0.2867402324578199	0.152	0.23	1	CD4	down
