gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	min_FC
Ngp	8.522500660470686e-5	-0.3714258118150434	0.061	0.103	1	3.876176214896045e-55	0.9871659599503129	0.19	0.021	8.042290410666315e-51	1.2468801176815238e-34	1.5905988749262256	0.31	0.053	2.5870268681656255e-30	8.522500660470686e-5	1.1628528644688085e-54	-0.3714258118150434
Mt1	3.685489611135432e-18	-0.6939096346498612	0.872	0.891	7.646653845183795e-14	2.158217024176519e-20	-0.3732388696638824	0.892	0.947	4.477868681761441e-16	2.0875852857201277e-14	-0.6364881641158129	0.871	0.859	4.3313219508121206e-10	2.0875852857201277e-14	6.474651072529536e-20	-0.3732388696638824
Pgam2	5.5734851671876276e-21	-0.3884086055974496	0.07	0.192	1.156386702488089e-16	2.1572014142428763e-21	-0.3733147470046217	0.056	0.161	4.47576149427112e-17	4.658354741565999e-16	-0.4845337067621423	0.097	0.213	9.665154417801135e-12	4.658354741565999e-16	6.471604242728636e-21	-0.3733147470046217
Cmah	3.787303629348631e-25	-0.5528747510441527	0.115	0.268	7.85789757017254e-21	5.396735170580958e-36	-0.4786326955214138	0.156	0.336	1.1197146131921371e-31	1.2093909230503197e-10	-0.3802209577188346	0.151	0.254	2.509244287144803e-6	1.2093909230503197e-10	1.6190205511742912e-35	-0.3802209577188346
Gm10076	5.903578627104271e-103	1.0706800015968356	0.84	0.449	1.224874493551594e-98	4.798185092803335e-26	-0.38030465221470067	0.724	0.741	9.95527443054836e-22	1.4595915173511047e-109	1.1368092373794814	0.793	0.33	3.028360480200072e-105	4.798185092803335e-26	4.378774552053306e-109	-0.38030465221470067
Emp1	7.746198314413491e-29	-0.5718444474938464	0.884	0.925	1.6071812262745112e-24	4.5967954034320986e-97	-0.7255093639248309	0.89	0.959	9.537431103040919e-93	3.543837619808213e-7	-0.38045122231679196	0.912	0.838	0.00735275429357808	3.543837619808213e-7	1.3790386210296243e-96	-0.38045122231679196
mt-Nd3	1.72465999383588e-49	-0.5904291131236503	0.982	0.988	3.578324555210684e-45	2.5242874934978307e-91	-0.46599115714937556	0.984	0.998	5.237391691509299e-87	1.0881394595336703e-15	-0.38209165239691156	0.995	0.988	2.257671750640459e-11	1.0881394595336703e-15	7.572862480493542e-91	-0.38209165239691156
Cryab	1.7156330898184412e-16	-0.4223267568002691	0.11	0.226	3.5595955347553018e-12	1.05055055044882e-32	-0.3905152930133309	0.091	0.244	2.179682282071212e-28	2.28591377938339e-18	-0.7155671083629316	0.122	0.256	4.742813909464657e-14	1.7156330898184412e-16	3.1516516513464687e-32	-0.3905152930133309
Tpm2	6.512044261736411e-22	-0.39213183965992426	0.303	0.468	1.3511189434250705e-17	6.3017456362965675e-30	-0.4247948191887543	0.226	0.381	1.3074861846188118e-25	7.44461559793238e-29	-0.8818035097432133	0.3	0.503	1.5446088442590102e-24	6.512044261736411e-22	1.8905236908889562e-29	-0.39213183965992426
Pros1	9.494155120694997e-14	-0.5607640872914368	0.376	0.454	1.969847304441798e-9	9.031852237356439e-15	-0.4139908597834916	0.495	0.523	1.873928702206714e-10	4.354054179924341e-4	-0.3929368410814563	0.407	0.437	1	4.354054179924341e-4	2.70955567120691e-14	-0.3929368410814563
Dnm1	2.333056564307801e-22	-0.5068990268345943	0.145	0.29	4.840625759625825e-18	9.97040661335542e-27	-0.39676345639909477	0.196	0.334	2.0686599641389825e-22	1.3962077462759838e-15	-0.3936518062780154	0.135	0.259	2.896851831973411e-11	1.3962077462759838e-15	2.9911219840066254e-26	-0.3936518062780154
mt-Co1	1.8122984567430078e-142	-0.9338856891452068	0.999	1	3.7601568380503926e-138	8.308558786458455e-149	-0.407862517369451	1	1	1.7238597770144004e-144	8.71100563781693e-23	-0.3968613042983522	1	1	1.8073594497342564e-18	8.71100563781693e-23	2.4925676359375343e-148	-0.3968613042983522
Tnnt1	1.526281026536793e-16	-0.41293482420703975	0.099	0.213	3.166727873858538e-12	3.154293320022944e-22	-0.4022957082778681	0.074	0.186	6.544527780383604e-18	4.266155121194461e-8	-0.4500910449758197	0.125	0.206	8.851418645454268e-4	4.266155121194461e-8	9.462879960068822e-22	-0.4022957082778681
Abca9	1.6930504664722893e-12	-0.5389651506819653	0.336	0.422	3.512741107836706e-8	1.551689725514364e-21	-0.4043606211667222	0.417	0.527	3.2194458424972023e-17	1.791471962510784e-10	-0.4330700650689848	0.314	0.432	3.7169460278173747e-6	1.791471962510784e-10	4.655069176543097e-21	-0.4043606211667222
Glul	1.4913659610727605e-30	-0.7649434753772857	0.728	0.789	3.0942860960337635e-26	8.380386430299875e-38	-0.4071354239652729	0.765	0.837	1.7387625765586182e-33	1.163165233971543e-6	-0.5199598356192459	0.729	0.691	0.02413335227444157	1.163165233971543e-6	2.5141159290899487e-37	-0.4071354239652729
S1pr1	2.727562238559373e-15	-0.5138306389820423	0.254	0.371	5.659146132562987e-11	1.4358070755695928e-15	-0.42016422733250014	0.342	0.416	2.979012520391791e-11	1.3846885993629946e-12	-0.41501180305523133	0.235	0.354	2.8729519059583413e-8	1.3846885993629946e-12	4.307421226708755e-15	-0.41501180305523133
Sparc	6.621215729986316e-6	-0.536411045231765	0.692	0.655	0.13737698396575607	0.580549893978501	-0.48647363557663814	0.801	0.6	1	0.06056243354082479	-0.41539005240842153	0.688	0.631	1	0.580549893978501	1.986351566875597e-5	-0.41539005240842153
Vsig4	9.046599260028202e-58	-1.1444932166080104	0.017	0.187	1.8769884144706513e-53	3.5125084278502872e-71	-1.9258198758228593	0.029	0.265	7.287752486103775e-67	2.5081511394390127e-22	-0.41570136876792807	0.041	0.152	5.2039119841080635e-18	2.5081511394390127e-22	1.053752528355081e-70	-0.41570136876792807
Tns1	2.4493271934540275e-12	-0.41732637219266633	0.678	0.703	5.0818640609784165e-8	9.790132244143362e-43	-0.5032101102042956	0.721	0.801	2.0312566380148648e-38	9.269858246945493e-12	-0.50764140015477	0.65	0.654	1.923310189076251e-7	9.269858246945493e-12	2.937039673242999e-42	-0.41732637219266633
Aplp2	1.4352567950588418e-27	-0.6182485823383059	0.751	0.787	2.9778707983880847e-23	3.9308161420099045e-58	-0.5455604676238697	0.798	0.878	8.15565733144215e-54	1.2005010925644717e-11	-0.4179068286160341	0.77	0.725	2.490799666852766e-7	1.2005010925644717e-11	1.1792448426029633e-57	-0.4179068286160341
Bmp2	9.054780310287728e-14	-0.4233968535944036	0.08	0.178	1.8786858187784977e-9	2.0117253158016903e-35	-0.530581127750859	0.103	0.272	4.173927685225347e-31	1.3173788668196483e-16	-0.429701940534237	0.084	0.201	2.7332976728774064e-12	9.054780310287728e-14	6.035175947405085e-35	-0.4233968535944036
Tcim	7.055153340885862e-37	-0.5213946819162986	0.037	0.184	1.4638032151669986e-32	4.492625058028589e-62	-0.6994524222046745	0.044	0.264	9.321298470397716e-58	6.78383833622909e-25	-0.42360769341748605	0.056	0.183	1.4075107780008116e-20	6.78383833622909e-25	1.3477875174085682e-61	-0.42360769341748605
Jup	2.1239735304375386e-11	-0.4240822989865465	0.171	0.27	4.406820280951805e-7	1.8202181887298367e-22	-0.42790715344575964	0.212	0.335	3.776588697976665e-18	2.139822765640232e-11	-0.43888644970115753	0.189	0.3	4.439704274150354e-7	2.139822765640232e-11	5.460654566189505e-22	-0.4240822989865465
Selenop	8.440484406997438e-30	-0.6917901336184924	0.914	0.95	1.7512317047638286e-25	1.2782962608929008e-33	-0.4340033166150734	0.911	0.97	2.6522090821005903e-29	1.1073852588096774e-22	-0.633080132165456	0.907	0.894	2.2976029349783187e-18	1.1073852588096774e-22	3.834888782678704e-33	-0.4340033166150734
Tnnc1	2.3765629775784655e-26	-0.5944622974484637	0.086	0.234	4.9308928658798e-22	1.1999578005108964e-33	-0.4375900314959558	0.061	0.208	2.489672444500008e-29	1.228509674529924e-11	-0.6652468906231563	0.123	0.224	2.548911872714686e-7	1.228509674529924e-11	3.599873401532691e-33	-0.4375900314959558
Kif1b	3.0542499628414483e-13	-0.5104892493384496	0.526	0.575	6.336957822903437e-9	1.724888238125301e-25	-0.43996746930279174	0.588	0.645	3.5787981164623745e-21	2.7611604981410887e-12	-0.5579464036209989	0.5	0.564	5.728855801543131e-8	2.7611604981410887e-12	5.174664714375877e-25	-0.43996746930279174
mt-Atp6	1.7001298714793708e-133	-0.8723992527460496	1	1	3.527429457345398e-129	2.6562946748647954e-237	-0.7999579866801829	0.999	1	5.511280191409478e-233	1.9618086495616673e-31	-0.44202797389355997	1	1	4.0703605861105476e-27	1.9618086495616673e-31	7.968884024594603e-237	-0.44202797389355997
mt-Nd5	3.725224056796177e-114	-1.1029295280409173	0.935	0.965	7.729094873040709e-110	1.38590997330343e-174	-0.8215475375852161	0.946	0.99	2.8754860126099566e-170	1.710480043507642e-21	-0.46447747116575133	0.97	0.933	3.548903994269655e-17	1.710480043507642e-21	4.157729919910363e-174	-0.46447747116575133
mt-Nd1	5.456580462823668e-129	-0.9045632381443971	0.999	0.997	1.1321313144266548e-124	4.188443845744766e-174	-0.5591305114181013	0.996	1	8.69018329115124e-170	3.1629500643534618e-31	-0.46642974007593896	1	0.998	6.562488793520563e-27	3.1629500643534618e-31	1.2565331537234007e-173	-0.46642974007593896
Prg4	1.3369007643078582e-133	-1.439742543810957	0.296	0.719	2.773801705785944e-129	5.559906163227468e-57	-0.6913906476822624	0.525	0.673	1.153569330746435e-52	1.0806654304314692e-11	-0.46748596000187237	0.603	0.661	2.2421646350592122e-7	1.0806654304314692e-11	4.01070229292353e-133	-0.46748596000187237
Gatm	1.9597558857076653e-14	-0.5398045699042091	0.392	0.486	4.066101511666264e-10	6.564107058498436e-20	-0.46825399536526424	0.435	0.509	1.3619209324972556e-15	3.030979786909219e-10	-0.48373107341454713	0.391	0.473	6.2886768618792476e-6	3.030979786909219e-10	1.969232117549529e-19	-0.46825399536526424
Tmod1	2.5130323774854533e-28	-0.4686613021015305	0.084	0.235	5.2140395768068184e-24	3.398961756468683e-43	-0.499816397335771	0.121	0.31	7.052165852321224e-39	1.037067339767224e-34	-0.4755489715239446	0.081	0.257	2.1517073165490363e-30	2.5130323774854533e-28	1.0196885269406077e-42	-0.4686613021015305
Gas6	7.329293117035625e-37	-0.7591860744585468	0.634	0.763	1.5206817359225515e-32	2.694253964302369e-47	-0.4731285914098655	0.672	0.854	5.5900381251345554e-43	1.0701039772730263e-40	-0.8646947078597571	0.537	0.713	2.220251732046075e-36	7.329293117035625e-37	8.082761892907075e-47	-0.4731285914098655
Rasgrp3	1.816194579989681e-15	-0.5019066489804427	0.257	0.379	3.76824051456259e-11	1.929548979608838e-64	-0.8042631959779862	0.282	0.501	4.0034282228924174e-60	4.243553883822838e-22	-0.4738859654733326	0.223	0.402	8.804525598155624e-18	1.816194579989681e-15	5.788646938826567e-64	-0.4738859654733326
Maf	8.327814237609527e-24	-0.6749803864890289	0.811	0.843	1.7278548980192246e-19	1.1689543324542116e-38	-0.4770436814487713	0.815	0.916	2.425346448975998e-34	3.4046217411853978e-25	-0.7814881376929068	0.768	0.776	7.063909188611463e-21	8.327814237609527e-24	3.5068629973626416e-38	-0.4770436814487713
Sema6a	1.3893922181543518e-44	-0.494003321684341	0.007	0.124	2.882710974226649e-40	1.3160375146703965e-40	-0.48093134780126906	0.011	0.143	2.7305146354381386e-36	3.925378005850182e-52	-0.5723366183028508	0.014	0.148	8.144374286537958e-48	1.3160375146703965e-40	1.1776134017550597e-51	-0.48093134780126906
Eps8	9.7418567439965e-11	-0.5056886857539946	0.613	0.643	2.021240437244394e-6	6.988848480831849e-39	-0.5935677478480346	0.703	0.775	1.450046282802992e-34	3.581056380978168e-7	-0.4854638201547399	0.619	0.637	0.007429975779253503	3.581056380978168e-7	2.0966545442495418e-38	-0.4854638201547399
Fhl1	2.2133284016122905e-22	-0.667604766359347	0.116	0.255	4.59221376766518e-18	1.1754560357906655e-36	-0.48600438753625014	0.089	0.253	2.4388361830584727e-32	1.9168266877534199e-16	-0.6032010570075648	0.138	0.266	3.977032011750796e-12	1.9168266877534199e-16	3.526368107371978e-36	-0.48600438753625014
Stard8	1.0670758782313792e-19	-0.6000376494713671	0.484	0.576	2.2139690321544656e-15	4.043957842829543e-28	-0.4877854506481496	0.576	0.65	8.390403732302736e-24	8.503731008224327e-21	-0.638144409408657	0.414	0.545	1.7643541095863834e-16	1.0670758782313792e-19	1.2131873528488597e-27	-0.4877854506481496
Egr1	0.0016591716013057087	-0.49306208193396195	0.791	0.771	1	2.2614695621230696e-12	-0.5874061755806146	0.791	0.822	4.6920970474929445e-8	0.024069029040004287	-0.7670593158120496	0.759	0.672	1	0.024069029040004287	6.784408686353879e-12	-0.49306208193396195
Sulf2	3.3363755035057593e-18	-0.5727888351765196	0.602	0.661	6.92231189467375e-14	7.542614329975905e-38	-0.5557704399754475	0.651	0.727	1.564941621183401e-33	3.0528117306644064e-13	-0.5011187666866097	0.545	0.621	6.33397377878251e-9	3.0528117306644064e-13	2.2627842989927542e-37	-0.5011187666866097
mt-Co2	1.3166228532492207e-131	-0.8545115375237966	0.999	1	2.731729095921483e-127	3.7391932639024456e-211	-0.6770026335827408	1	1	7.758078183944794e-207	7.253153729013254e-39	-0.5183606959307845	1	1	1.50488433569567e-34	7.253153729013254e-39	1.1217579791707168e-210	-0.5183606959307845
Ifi27l2a	6.86374023705323e-10	-0.8399860036765201	0.581	0.608	1.4240888243838041e-5	1.729798543992936e-36	-1.0567165378095473	0.652	0.714	3.588986019076544e-32	0.4390240573161644	-0.5270841503558077	0.631	0.536	1	0.4390240573161644	5.189395631978762e-36	-0.5270841503558077
Dab2	9.765243283237017e-27	-0.6125163481887825	0.837	0.86	2.0260926764060164e-22	1.1266790650461974e-84	-0.6906608060921964	0.822	0.951	2.3376337241578502e-80	5.338790734989019e-18	-0.529051322198081	0.814	0.79	1.1076923016955218e-13	5.338790734989019e-18	3.380037195138543e-84	-0.529051322198081
Pvalb	1.616773415050364e-33	-0.7890201310772467	0.184	0.383	3.3544814815464955e-29	2.7728810106521334e-43	-0.5295079398655764	0.124	0.318	5.753173520901046e-39	2.147518277396987e-16	-0.6177541272262252	0.215	0.356	4.455670921943268e-12	2.147518277396987e-16	8.318643031956348e-43	-0.5295079398655764
mt-Co3	1.5344698257871208e-174	-1.198926879547746	1	1	3.1837179945431182e-170	6.449616118088038e-251	-0.9566835210428586	1	1	1.338166352180906e-246	1.9823003836835285e-39	-0.5355959956527032	1	1	4.112876836066585e-35	1.9823003836835285e-39	1.9348848354265155e-250	-0.5355959956527032
Txnip	2.6703212349587515e-23	-0.6842316248221361	0.533	0.673	5.540382498292418e-19	2.449307671879589e-14	-0.5392054354499112	0.581	0.623	5.081823557615771e-10	1.762574084694948e-13	-0.743868393790649	0.54	0.605	3.6569887109250783e-9	1.762574084694948e-13	8.010963704876251e-23	-0.5392054354499112
Rnase4	4.12399295997135e-19	-0.567260965538432	0.769	0.772	8.556460593348557e-15	8.147568996083055e-48	-0.5648785998363861	0.798	0.863	1.690457615307312e-43	2.9953011317357346e-16	-0.5873900500110176	0.762	0.744	6.214650788125302e-12	2.9953011317357346e-16	2.4442706988249163e-47	-0.5648785998363861
mt-Nd4	2.4910391620426203e-176	-1.2954102520268078	0.999	1	5.1684080534060285e-172	2.3279745461950195e-231	-0.9218705408606089	0.998	1	4.8300815884454265e-227	1.0374202456433436e-44	-0.5771647216016458	1	0.998	2.1524395256608094e-40	1.0374202456433436e-44	6.983923638585267e-231	-0.5771647216016458
mt-Nd2	2.7959731025565943e-138	-0.9927207842713166	0.997	0.997	5.801084993184422e-134	7.091614490140876e-198	-0.7273177633006078	0.996	1	1.471368174414429e-193	1.5427005026660478e-44	-0.5919237037677556	0.999	0.998	3.2007950029315157e-40	1.5427005026660478e-44	2.1274843470422237e-197	-0.5919237037677556
Car3	1.4511633961539697e-52	-0.8972279114405655	0.178	0.431	3.0108738143402566e-48	1.956889914697458e-54	-0.5920662811829682	0.177	0.404	4.060155195014286e-50	3.0525504200973606e-29	-1.105906960984988	0.21	0.409	6.333431611618004e-25	3.0525504200973606e-29	5.870669744092378e-54	-0.5920662811829682
Fcna	5.188147587881493e-37	-0.5985597259902586	0.121	0.318	1.0764368615336521e-32	1.808673282437241e-68	-0.6440549340693812	0.152	0.413	3.7526353264007873e-64	1.8256653215832657e-42	-0.6316432074763219	0.115	0.33	3.78789040922096e-38	5.188147587881493e-37	5.426019847311778e-68	-0.5985597259902586
mt-Cytb	1.8140885510060634e-187	-1.2637856454431846	0.999	1	3.7638709256273803e-183	3.681963911176227e-241	-0.9096541505267703	1	1	7.639338722908436e-237	1.2152812678265566e-48	-0.6148383758659319	1	1	2.5214655744865395e-44	1.2152812678265566e-48	1.104589173352963e-240	-0.6148383758659319
Myl1	1.8568908028908993e-27	-0.6172682358474351	0.581	0.692	3.852677037838038e-23	3.817574357585115e-78	-0.6414155386784322	0.445	0.677	7.920703277117597e-74	1.2119191376963632e-91	-1.3944444958858517	0.445	0.792	2.5144898268924143e-87	1.8568908028908993e-27	3.6357574130890647e-91	-0.6172682358474351
Rin2	1.2478930082686327e-24	-0.6637898910426967	0.574	0.646	2.589128413555759e-20	1.351434899931203e-37	-0.6377188904414106	0.607	0.674	2.8039571303772596e-33	5.1839210328200676e-14	-0.6230058765243145	0.512	0.575	1.0755599358895076e-9	5.1839210328200676e-14	4.054304699793607e-37	-0.6230058765243145
Cavin1	7.514297539218956e-50	-0.8008332607464619	0.138	0.376	1.5590664534371488e-45	2.275336625284154e-86	-0.8312252547883494	0.16	0.46	4.720868430139563e-82	2.681474209150812e-29	-0.6318330664636785	0.165	0.354	5.563522689146105e-25	2.681474209150812e-29	6.826009875852444e-86	-0.6318330664636785
Atp2a1	5.54990385426558e-35	-0.6542983016397983	0.176	0.385	1.1514940516830225e-30	4.1685825148079094e-73	-0.7539104464630901	0.082	0.343	8.64897500172345e-69	4.659865994889456e-23	-0.7464999084093801	0.208	0.377	9.668289966196644e-19	4.659865994889456e-23	1.25057475444236e-72	-0.6542983016397983
Klf9	2.1727659609073674e-19	-0.7306032752890116	0.357	0.481	4.508054815690606e-15	1.8265848343879293e-41	-0.6553934605267717	0.435	0.587	3.789798214388076e-37	2.94170581800773e-15	-0.6662055763848295	0.371	0.492	6.103451231202438e-11	2.94170581800773e-15	5.479754503163763e-41	-0.6553934605267717
Fcgrt	3.9043696763394736e-28	-0.7315152428025373	0.557	0.671	8.10078620446914e-24	4.13954347047034e-59	-0.6594972624657318	0.627	0.758	8.588724792531862e-55	1.3126903901596822e-38	-0.8899243139779287	0.469	0.651	2.7235700215033087e-34	3.9043696763394736e-28	1.2418630411411162e-58	-0.6594972624657318
Ltc4s	1.2716964307227276e-32	-0.9044641295198044	0.388	0.572	2.638515754463515e-28	2.6260978378503975e-69	-1.1117455045558546	0.436	0.634	5.448627793972005e-65	1.3814935713336144e-16	-0.6665871710017133	0.368	0.506	2.866322861802983e-12	1.3814935713336144e-16	7.878293513551136e-69	-0.6665871710017133
Colec12	1.578639779267248e-68	-0.8565247458096105	0.073	0.33	3.275361814023686e-64	1.009244213417374e-95	-0.8677328262134132	0.087	0.406	2.0939798939983675e-91	1.4097856806854716e-47	-0.6737196247742828	0.097	0.323	2.9250233302862164e-43	1.4097856806854716e-47	3.0277326402521514e-95	-0.6737196247742828
Tnnt3	5.0077018560029375e-58	-0.9633004266827918	0.435	0.68	1.0389979810834895e-53	3.8964786988415624e-78	-0.6747213021124276	0.325	0.59	8.084414004356473e-74	1.9041571730262755e-78	-1.3712472830365923	0.405	0.739	3.950745302594916e-74	5.0077018560029375e-58	5.712471519078767e-78	-0.6747213021124276
Hmox1	1.4586053492513773e-19	-0.9888441228100224	0.688	0.756	3.0263143786267577e-15	4.915755474084537e-116	-1.4487820928907849	0.722	0.873	1.0199209457630596e-111	0.005270985394067682	-0.6828454577772405	0.724	0.675	1	0.005270985394067682	1.4747266422253768e-115	-0.6828454577772405
Ckm	1.641410784427469e-35	-0.6853066703586881	0.36	0.564	3.4055990955301125e-31	5.42539971911563e-82	-0.8113604515811483	0.211	0.503	1.1256619337221108e-77	5.9311147736261975e-30	-0.7202627632406224	0.359	0.564	1.2305876932319634e-25	5.9311147736261975e-30	1.627619915734706e-81	-0.6853066703586881
Tnnc2	3.558096623691747e-43	-0.689301390330151	0.601	0.759	7.382338874835636e-39	4.906898254117303e-105	-0.7781542064268043	0.467	0.734	1.018083249764258e-100	1.0306092290047546e-71	-1.3120099739857234	0.529	0.813	2.1383080283390648e-67	3.558096623691747e-43	1.4720694762351954e-104	-0.689301390330151
